"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"I., Gogolin, Ingrid","Gogolin, Ingrid (6507775509)","6507775509","Multilingualism: A threat to public education or a resource in public education? – European histories and realities","2021","European Educational Research Journal","20","3","","297","310","0","56","10.1177/1474904120981507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099843522&doi=10.1177%2F1474904120981507&partnerID=40&md5=d1372853e57aa2ebe0ce246b5ceda850","Public education systems in Europe were created in the course of the foundation of the ‘classical’ nation state in the 18th and 19th centuries. Historical analyses show that it was part of their destiny to contribute to the consolidation of the respective states’ national self-design. In the 19th century, the myth developed that a nation state is monolingual not by its creation but ‘by mere nature’, and that monolingualism in the national language is the ‘natural’ result of being born and growing up in a nation state. Many of today’s public education systems are still based on this notion of linguistic ‘normality’ with respect to the composition of their clientele as well as their image of an individual ‘normal’ child(hood). However, the populations of nation states are in fact multilingual. Linguistic diversity increased as a result of migration and factors such as technical means for virtually ‘borderless’ communication. My contribution presents the European traditions of nation building since the late 1700s and asks for the functionality of monolingual habitual practice in education systems today. First results from an empirical study are presented which illustrate individual language abilities of multilingual children and the potential of linguistic diversity as a resource. © 2021 Elsevier B.V., All rights reserved.","Linguistic Diversity; Migration; Monolingual Habitus; Multilingual Profile; Multiliteracy","Article","Final","","Scopus","2-s2.0-85099843522"
"L., Lynch, Leonie; M., Patterson, Maurice; C., Ní Bheacháin, Caoilfhionn","Lynch, Leonie (57218631519); Patterson, Maurice (13410316600); Ní Bheacháin, Caoilfhionn (52964113100)","57218631519; 13410316600; 52964113100","Visual literacy in consumption: consumers, brand aesthetics and the curated self","2020","European Journal of Marketing","54","11","","2777","2801","0","7","10.1108/EJM-01-2019-0099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089869236&doi=10.1108%2FEJM-01-2019-0099&partnerID=40&md5=d9be973189a33e051de81f7ab4a1b7c6","Purpose: This paper aims to consider the visual literacy mobilized by consumers in their use of brand aesthetics to construct and communicate a curated self. Design/methodology/approach: The research surveyed a range of visual material from Instagram. Specifically, the goal was to use “compositional interpretation”, an approach to visual analysis that is not methodologically explicit but which, in itself, draws upon the visual literacy of the researcher to provide a descriptive analysis of the formal visual quality of images as distinct from their symbolic resonances. The research also incorporates 10 phenomenological-type interviews with consumers. Consistent with a phenomenological approach, informants were selected because they have “lived” the experience under investigation, in this case requiring them to be keen consumers of the Orla Kiely brand. Findings: Findings indicate that consumers deploy their visual literacy in strategic visualization (imaginatively planning and coordinating artifacts with other objects in their collection, positioning and using them as part of an overall visual repertoire), composition (becoming active producers of images) and emergent design (turning design objects into display pieces, repurposing design objects or simply borrowing brand aesthetics to create designed objects of their own). Research limitations/implications: This research has implications for the understanding of visual literacy within consumer culture. Engaging comprehensively with the visual compositions of consumers, this research moves beyond brand symbolism, semiotics or concepts of social status to examine the self-conscious creation of a curated self. The achievement of such a curated self depends on visual literacy and the deployment of abstract design language by consumers in the pursuit of both aesthetic satisfaction and social communication. Practical implications: This research has implications for brand designers and managers in terms of how they might control or manage the use of brand aesthetics by consumers. Originality/value: To date, there has been very little consumer research that explores the nature of visual literacy and even less that offers an empirical investigation of this concept within the context of brand aesthetics. The research moves beyond brand symbolism, semiotics and social status to consider the deployment of abstract visual language in communicating the curated self. © 2021 Elsevier B.V., All rights reserved.","Brand Aesthetics; Consumption; Design; Visual Literacy","Article","Final","","Scopus","2-s2.0-85089869236"
"A., Saito, Akihiro; N., Takai, Nobukazu; S., Konno, Satoshi","Saito, Akihiro (57221555706); Takai, Nobukazu (7102291365); Konno, Satoshi (57221559273)","57221555706; 7102291365; 57221559273","Determination of circuit topology and element values from desired characteristics by machine learning","2020","","","","9294885","","","0","0","10.1109/ICECS49266.2020.9294885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099463255&doi=10.1109%2FICECS49266.2020.9294885&partnerID=40&md5=c61ef0698884bb59498e86c7c86cfb0c","In circuit design, circuit selection and element value determination are related. However, there are automatic designs for each, but none consider them at the same time. So we proposed an automatic design that considers both of them at the same time. From simulation results, we achieved that a circuit having a desired characteristic and a high matching rate can be automatically designed. © 2021 Elsevier B.V., All rights reserved.","Analog Integrated Circuit; Auto Design; Circuit Classification; Machine Learning; Electric Network Topology; Machine Learning; Timing Circuits; Automatic Design; Circuit Designs; Circuit Selection; Value Determination; Integrated Circuit Manufacture","Conference paper","Final","","Scopus","2-s2.0-85099463255"
"P., Colangelo, Philip; O., Segal, Oren; A., Speicher, Alex; M., Margala, Martin","Colangelo, Philip (57189045933); Segal, Oren (56401696100); Speicher, Alex (57203138508); Margala, Martin (7003531052)","57189045933; 56401696100; 57203138508; 7003531052","Automated Hardware and Neural Network Architecture co-design of FPGA accelerators using multi-objective Neural Architecture Search","2020","IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin","2020-November","","9352153","","","0","0","10.1109/ICCE-Berlin50680.2020.9352153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101935516&doi=10.1109%2FICCE-Berlin50680.2020.9352153&partnerID=40&md5=625c7f3d68b3695a868832c76366583f","State-of-the-art Neural Network Architectures (NNAs) are challenging to design and implement efficiently in hardware. In the past couple of years, this has led to an explosion in research and development of automatic Neural Architecture Search (NAS) tools. AutoML tools are now used to achieve state of the art NNA designs and attempt to optimize for hardware usage and design. Much of the recent research in the auto-design of NNAs has focused on convolution networks and image recognition, ignoring the fact that a significant part of the workload in data centers is general-purpose deep neural networks. In this work, we develop and test a general multilayer perceptron (MLP) flow that can take arbitrary datasets as input and automatically produce optimized NNAs and hardware designs. We test the flow on six benchmarks. Our results show we exceed the performance of currently published MLP accuracy results and are competitive with non-MLP based results. We compare general and common GPU architectures with our scalable FPGA design and show we can achieve higher efficiency and higher throughput (outputs per second) for the majority of datasets. Further insights into the design space for both accurate networks and high performing hardware shows the power of co-design by correlating accuracy versus throughput, network size versus accuracy, and scaling to high-performance devices. © 2021 Elsevier B.V., All rights reserved.","Automated Design; Evolutionary Algorithms; Fpga; Machine Learning; Deep Neural Networks; Field Programmable Gate Arrays (fpga); Image Recognition; Integrated Circuit Design; Multilayer Neural Networks; Design And Implements; Fpga Accelerators; High Performance Devices; Higher Efficiency; Multi Layer Perceptron; Neural Architectures; Recent Researches; Research And Development; Network Architecture","Conference paper","Final","","Scopus","2-s2.0-85101935516"
"W., Sun, Weikang; X., Chen, Xianfeng; M., Feng, Mengmeng; C., Huang, Chuyuan; J., Liu, Jing; Q., Zhao, Qi; X., Zhi, Xueke","Sun, Weikang (57217077990); Chen, Xianfeng (13104634000); Feng, Mengmeng (57203899367); Huang, Chuyuan (56654517200); Liu, Jing (56703544500); Zhao, Qi (57196256753); Zhi, Xueke (57219183460)","57217077990; 13104634000; 57203899367; 56654517200; 56703544500; 57196256753; 57219183460","Effect of the Wire Mesh Structure on the Flame Characteristics of Methane/Air Deflagration; 金属丝网对甲烷/空气爆燃火焰传播特性的影响","2020","Gaoya Wuli Xuebao/Chinese Journal of High Pressure Physics","34","5","055201","","","0","4","10.11858/gywlxb.20200536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091590255&doi=10.11858%2Fgywlxb.20200536&partnerID=40&md5=2c618613c659b71c163b93370fb4e03b","A deflagration experiment of methane/air premixed gas with or without wire mesh was carried out in the self-design square pipe. The effects of the mesh number and layer number of the wire mesh on the deflagration overpressure and temperature were discussed. The results show that the wire mesh can effectively suppress the temperature and overpressure of the deflagration flame. After the wire mesh is installed, the temperature peak and the overpressure peak measured in the pipeline are reduced compared to the case without wire mesh, and the temperature peak attenuation rate reaches 52.37%, the peak attenuation rate of overpressure reaches 66.84%; the mesh number and layer number of the wire mesh are important factors that affect the suppression effect of the wire mesh on overpressure. When the number of layers and meshes are small, the time to reach the peak of the overpressure is earlier than the condition with no wire mesh; when the number of layers and meshes are moderate, the secondary peak appears in the overpressure curve; when the number of layers and meshes are large, the overpressure is effectively suppressed. With the increase of the number of meshes and layers, the flame heat diffusion rate forward becomes slower, and the start time of the temperature curve is delayed compared to the time delay without the wire mesh. © 2020 Elsevier B.V., All rights reserved.","Deflagration Flame; Deflagration Overpressure; Deflagration Temperature; Explosion Resistance; Safety Engineering","Article","Final","","Scopus","2-s2.0-85091590255"
"W., Ye, Wan; X., Ye, Xinxin; Y., Liu, Yuanyuan; Q., Liu, Qixi; S., Vafaei, Somayeh; Y., Gao, Yuzhen; H., Yu, Huiqin; Y., Zhong, Yanxia; C., Zhan, Chenju","Ye, Wan (57219669949); Ye, Xinxin (57224207687); Liu, Yuanyuan (57834248600); Liu, Qixi (57218908743); Vafaei, Somayeh (56516713800); Gao, Yuzhen (57194851310); Yu, Huiqin (59623784600); Zhong, Yanxia (57218580086); Zhan, Chenju (57207915578)","57219669949; 57224207687; 57834248600; 57218908743; 56516713800; 57194851310; 59623784600; 57218580086; 57207915578","Effect of the Novel Coronavirus Pneumonia Pandemic on Medical Students’ Psychological Stress and Its Influencing Factors","2020","Frontiers in Psychology","11","","548506","","","0","42","10.3389/fpsyg.2020.548506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094662828&doi=10.3389%2Ffpsyg.2020.548506&partnerID=40&md5=95a8858647029daa5fc4abbffdf4a51f","In December 2019, an outbreak of the novel coronavirus pneumonia infection occurred in Wuhan City, Hubei Province, China, and it has received substantial attention globally. Few studies have investigated the psychological stress of students in Health University during the COVID-19 outbreak, and almost no work has attended to the influencing factors that may cause their psychological stress risk. This cross-sectional, survey-based, region-stratified study collected demographic data and mental measurement from 2,498 medical students and 1,177 non-medical students in 31 provinces from March 5, 2020, to March 10, 2020, in China. The psychological stress was measured using the Chinese Perceived Stress Scales (CPSS) under a self-design questionnaire. Sociodemographic, major characteristics, and knowledge of the novel coronavirus pneumonia were also identified as potential influencing factors of stress. The study revealed that medical students are suffering from more stress than non-medical students almost in all provinces of China. Four influencing factors including level of familiarity with the novel coronavirus, family income, major of students, and status of the intern student can be significantly related to students’ stress in the medical group by using the univariate and multivariate analysis. Further analysis showed that students with low stress had a greater number of positive psychological emotions and a lower number of negative psychological emotions than with medical students with high stress. In addition, high stress caused low enthusiasm for learning in these medical students and lead to little/no willingness to do professional medical work in the future. In conclusion, we need to increase the level of our knowledge related to the novel coronavirus pneumonia to reduce stress and strongly focus on the special populations in medical students with certain features, such as intern students, clinical nursing students, and low-income families, to improve their learning attitudes and establish positive professional mental outlooks. © 2020 Elsevier B.V., All rights reserved.","Influencing Factors; Medical Students; Novel Coronavirus Pneumonia; Perceived Stress Scales; Stress","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85094662828"
"C.P., Moreau, C. Page; E., Prandelli, Emanuela; M., Schreier, Martin; S., Hieke, Silke","Moreau, C. Page (57218995080); Prandelli, Emanuela (56619329500); Schreier, Martin (23991742400); Hieke, Silke (57218991142)","57218995080; 56619329500; 23991742400; 57218991142","Customization in Luxury Brands: Can Valentino Get Personal?","2020","Journal of Marketing Research","57","5","","937","947","0","58","10.1177/0022243720943191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090934403&doi=10.1177%2F0022243720943191&partnerID=40&md5=a336762b40dc352db1c42fb6186eb9ec","Luxury brands have started to offer consumers the opportunity to customize their exclusive products by making certain aesthetic decisions, such as the color, fabric, or cut of their products. A robust finding in the marketing literature is that consumers place a greater value on customized than on standard products because these unique products better fit and communicate their tastes, preferences, and identity. However, the majority of focal products in these studies fall outside the luxury segment. The authors demonstrate that consumers’ customization preferences differ between mainstream and luxury brands. In the luxury segment, consumers pay a premium for the designer’s expertise and the status that it can convey. As such, the consumers’ desire for self-expression can potentially erode the product’s signaling value. Through a series of four experiments, the authors demonstrate that luxury brands can benefit from customization but they can also take customization too far. Their findings suggest that brand managers should allow consumers to make fewer design decisions for luxury versus mainstream brands to preserve the signal value created by the designer. © 2022 Elsevier B.V., All rights reserved.","Crowdsourcing; Fashion; Luxury; Mass Customization; Self-design; Signaling; Status","Article","Final","","Scopus","2-s2.0-85090934403"
"J.J., Silva-Rodríguez, Julio José; A., Colomer, Adrían; M.Á., Sales, María Á.; R., Molina, Rafael; V., Naranjo, Valery","Silva-Rodríguez, Julio José (57211993223); Colomer, Adrían (56769842500); Sales, María Á. (57204775014); Molina, Rafael (34870201500); Naranjo, Valery (55208614400)","57211993223; 56769842500; 57204775014; 34870201500; 55208614400","Going deeper through the Gleason scoring scale: An automatic end-to-end system for histology prostate grading and cribriform pattern detection","2020","Computer Methods and Programs in Biomedicine","195","","105637","","","0","113","10.1016/j.cmpb.2020.105637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087590177&doi=10.1016%2Fj.cmpb.2020.105637&partnerID=40&md5=b5f081518061f6e61e1450989739440f","Background and Objective: Prostate cancer is one of the most common diseases affecting men worldwide. The Gleason scoring system is the primary diagnostic and prognostic tool for prostate cancer. Furthermore, recent reports indicate that the presence of patterns of the Gleason scale such as the cribriform pattern may also correlate with a worse prognosis compared to other patterns belonging to the Gleason grade 4. Current clinical guidelines have indicated the convenience of highlight its presence during the analysis of biopsies. All these requirements suppose a great workload for the pathologist during the analysis of each sample, which is based on the pathologist's visual analysis of the morphology and organisation of the glands in the tissue, a time-consuming and subjective task. In recent years, with the development of digitisation devices, the use of computer vision techniques for the analysis of biopsies has increased. However, to the best of the authors’ knowledge, the development of algorithms to automatically detect individual cribriform patterns belonging to Gleason grade 4 has not yet been studied in the literature. The objective of the work presented in this paper is to develop a deep-learning-based system able to support pathologists in the daily analysis of prostate biopsies. This analysis must include the Gleason grading of local structures, the detection of cribriform patterns, and the Gleason scoring of the whole biopsy. Methods: The methodological core of this work is a patch-wise predictive model based on convolutional neural networks able to determine the presence of cancerous patterns based on the Gleason grading system. In particular, we train from scratch a simple self-design architecture with three filters and a top model with global-max pooling. The cribriform pattern is detected by retraining the set of filters of the last convolutional layer in the network. Subsequently, a biopsy-level prediction map is reconstructed by bi-linear interpolation of the patch-level prediction of the Gleason grades. In addition, from the reconstructed prediction map, we compute the percentage of each Gleason grade in the tissue to feed a multi-layer perceptron which provides a biopsy-level score. Results: In our SICAPv2 database, composed of 182 annotated whole slide images, we obtained a Cohen's quadratic kappa of 0.77 in the test set for the patch-level Gleason grading with the proposed architecture trained from scratch. Our results outperform previous ones reported in the literature. Furthermore, this model reaches the level of fine-tuned state-of-the-art architectures in a patient-based four groups cross validation. In the cribriform pattern detection task, we obtained an area under ROC curve of 0.82. Regarding the biopsy Gleason scoring, we achieved a quadratic Cohen's Kappa of 0.81 in the test subset. Shallow CNN architectures trained from scratch outperform current state-of-the-art methods for Gleason grades classification. Our proposed model is capable of characterising the different Gleason grades in prostate tissue by extracting low-level features through three basic blocks (i.e. convolutional layer + max pooling). The use of global-max pooling to reduce each activation map has shown to be a key factor for reducing complexity in the model and avoiding overfitting. Regarding the Gleason scoring of biopsies, a multi-layer perceptron has shown to better model the decision-making of pathologists than previous simpler models used in the literature. © 2020 Elsevier B.V., All rights reserved.","Convolutional Neural Networks; Cribriform; Deep Learning; Gleason; Prostate Cancer; Whole Side Images; Biopsy; Convolution; Convolutional Neural Networks; Decision Making; Deep Learning; Diseases; Forecasting; Grading; Network Architecture; Network Layers; Tissue; Urology; Area Under Roc Curve (auc); Computer Vision Techniques; Gleason Grading Systems; Linear Interpolation; Multi Layer Perceptron; Predictive Modeling; Proposed Architectures; State-of-the-art Methods; Pattern Recognition; Article; Automation; Biopsy Technique; Cancer Grading; Cancer Prognosis; Convolutional Neural Network; Cribriform Pattern; Cross Validation; Data Base; Gleason Score; Human; Human Tissue; Male; Morphology; Multilayer Perceptron; Oncological Parameters; Prostate Biopsy; Prostate Cancer; Scoring System; Biopsy; Histology; Prostate Tumor; Histological Techniques; Humans; Male; Neoplasm Grading; Prostatic Neoplasms","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85087590177"
"E.H., Durfee, Edmund H.; A., Thakur, Abhishek; E., Goldweber, Eli","Durfee, Edmund H. (7005498385); Thakur, Abhishek (57219442395); Goldweber, Eli (57216828670)","7005498385; 57219442395; 57216828670","Teammate-pattern-aware autonomy based on organizational self-design principles","2020","Autonomous Agents and Multi-Agent Systems","34","2","39","","","0","1","10.1007/s10458-020-09462-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084801492&doi=10.1007%2Fs10458-020-09462-x&partnerID=40&md5=18c23750c61821ff01fb26a8a22024d2","We describe an approach for constraining robot autonomy based on the robot’s awareness of patterns of its human teammates’ behaviors, rather than either ignoring its teammates (which is fast but dangerous) or inferring their plans (which is safer but slow). We explore the promise, and limitations, of this approach in a series of simulated problems where an unmanned ground vehicle and its human teammates must rapidly respond to a sudden context shift. Our results help us discern conditions under which a pattern-aware approach can be more effective than the alternatives, and our current efforts investigate how the manned–unmanned team can adopt biases to more readily establish such conditions that are more favorable to the pattern-aware approach. © 2020 Elsevier B.V., All rights reserved.","Autonomy; Human–robot Coordination; Multiagent Planning; Organizational Design; Robot Autonomy; Self-design; Unmanned Ground Vehicles","Article","Final","","Scopus","2-s2.0-85084801492"
"D., Yu, Dongling; X., Zhang, Xiaohui; N., Wu, Nanxing; D., Liao, Dahai","Yu, Dongling (7404666195); Zhang, Xiaohui (57219357649); Wu, Nanxing (7201444108); Liao, Dahai (56202344600)","7404666195; 57219357649; 7201444108; 56202344600","Effect of granulation time on the compactness of silicon nitride particles prepared by dry granulation; 制粒时间对干法制备氮化硅颗粒致密性的影响","2020","Gongneng Cailiao/Journal of Functional Materials","51","9","","09078","09082","0","0","10.3969/j.issn.1001-9731.2020.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092402122&doi=10.3969%2Fj.issn.1001-9731.2020.09.011&partnerID=40&md5=b3fe92c616d3f52a2686acbe6f83b9ea","In order to explore the effect of dry granulation time on the compactness of silicon nitride ceramic particles, the water content, micro-morphology and particles strength of the particles under different granulation time were compared and analyzed base on the self-design granulation time-particle compactness experimental platform. The results show that with the increase of granulation time, the moisture content of silicon nitride particles decreased linearly, and the micro-morphology of silicon nitride particles showed three states: rough, smooth and cracky. When the granulation time was 5 min, the water content of the form silicon nitride particles was about 9%, which reached the optimal production value. SEM images show that the surface of the silicon nitride particles was smooth and crackless, and the particles strength reached the maximum value of 2.5 N measured by experiment. © 2020 Elsevier B.V., All rights reserved.","Compactness; Dry Granulation; Granulation Time; Micro-morphology; Silicon Nitride Particles","Article","Final","","Scopus","2-s2.0-85092402122"
"J., Mendes, Jérôme; R., Maia, Ricardo; R.A.M.M., Araújo, Rui Alexandre M.Matos; F.A.A., Souza, Francisco Alexandre A.","Mendes, Jérôme (36699886100); Maia, Ricardo (56347473000); Araújo, Rui Alexandre M.Matos (7103253230); Souza, Francisco Alexandre A. (36700507100)","36699886100; 56347473000; 7103253230; 36700507100","Self-evolving fuzzy controller composed of univariate fuzzy control rules","2020","Applied Sciences (Switzerland)","10","17","5836","","","0","23","10.3390/app10175836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090084037&doi=10.3390%2Fapp10175836&partnerID=40&md5=37cb74ed467164afe2bef7fe64352ea8","The paper proposes a methodology to online self-evolve direct fuzzy logic controllers (FLCs), to deal with unknown and time-varying dynamics. The proposed methodology self-designs the controller, where fuzzy control rules can be added or removed considering a predefined criterion. The proposed methodology aims to reach a control structure easily interpretable by human operators. The FLC is defined by univariate fuzzy control rules, where each input variable is represented by a set of fuzzy control rules, improving the interpretability ability of the learned controller. The proposed self-evolving methodology, when the process is under control (online stage), adds fuzzy control rules on the current FLC using a criterion based on the incremental estimated control error obtained using the system's inverse function and deletes fuzzy control rules using a criterion that defines ""less active"" and ""less informative"" control rules. From the results on a nonlinear continuously stirred tank reactor (CSTR) plant, the proposed methodology shows the capability to online self-design the FLC by adding and removing fuzzy control rules in order to successfully control the CSTR plant. © 2020 Elsevier B.V., All rights reserved.","Cstr Plant; Evolving Design; Fuzzy Controller; Univariate Fuzzy Rules","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85090084037"
"B., Yu, Baojun; H., Xu, Hangjun; B.G., Emery, Brooke Glover","Yu, Baojun (57212346974); Xu, Hangjun (57201400317); Emery, Brooke Glover (57218624735)","57212346974; 57201400317; 57218624735","How to Better Motivate Customers to Participate in the Self-Design Process: A Conceptual Model in Underlying Self-Congruence Mechanism","2020","Frontiers in Psychology","11","","1995","","","0","11","10.3389/fpsyg.2020.01995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089854445&doi=10.3389%2Ffpsyg.2020.01995&partnerID=40&md5=fa1dbb3625550cff0fd32cc8d84a53af","The voluntary shift of responsibility from the producer to the consumer is one feature of self-design activities. Past research emphasizes the economic gains of such customer co-creation. However, the psychological mechanism underlying customer co-creation behavior is still not fully understood. Notably, the goal-driven self-congruence nature of customer co-creation is mostly ignored in the co-creation literature. The objective of this research is to firstly develop a conceptual understanding of how co-creation literature can be related to the self-congruence theory. Furthermore, this study also extends the original self-congruence theory by arguing the differential role of actual and ideal self-congruence on the relationship between self-congruence and customers’ willingness to participate in the co-creation process. Two laboratory experiments were conducted to examine whether self-congruence plays a prominent role in motivating customers to participate in the self-design process. Specifically, both the actual self-congruence and ideal self-congruence are positively related to customers’ willingness to participate in the self-design process is hypothesized. Moreover, it is expected that product styles and different consumption situations may strengthen the relationship between actual/ideal self-congruence and customers’ willingness to participate in the self-design process. Theoretical and practical implications are also discussed. © 2020 Elsevier B.V., All rights reserved.","Actual Self-congruence; Ideal Self-congruence; Self-concept; Self-design Process; Willingness To Participate","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85089854445"
"S., Katila, Saija; M., Laamanen, Mikko; M., Laihonen, Maarit; R.W.B., Lund, Rebecca W.B.; S., Meriläinen, Susan; J., Rinkinen, Jenny; J., Tienari, Janne","Katila, Saija (6507156282); Laamanen, Mikko (56364894400); Laihonen, Maarit (56574191700); Lund, Rebecca W.B. (55256796200); Meriläinen, Susan (6507564132); Rinkinen, Jenny (56025767700); Tienari, Janne (55967298700)","6507156282; 56364894400; 56574191700; 55256796200; 6507564132; 56025767700; 55967298700","Becoming academics: embracing and resisting changing writing practice","2020","Qualitative Research in Organizations and Management","15","3","","315","330","0","17","10.1108/QROM-12-2018-1713","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073945412&doi=10.1108%2FQROM-12-2018-1713&partnerID=40&md5=43844fd5a9800396856808e471e677ae","Purpose: The purpose of this paper is to analyze how global and local changes in higher education impact upon writing practices through which doctoral students become academics. The study explores how norms and values of academic writing practice are learned, negotiated and resisted and elucidates how competences related to writing come to determine the academic selves. Design/methodology/approach: The study uses memory work, which is a group method that puts attention to written individual memories and their collective analysis and theorizing. The authors offer a comparison of experiences in becoming academics by two generational cohorts (1990s and 2010s) in the same management studies department in a business school. Findings: The study indicates that the contextual and temporal enactment of academic writing practice in the department created a situation where implicit and ambiguous criteria for writing competence gradually changed into explicit and narrow ones. The change was relatively slow for two reasons. First, new performance management indicators were introduced over a period of two decades. Second, when the new indicators were gradually introduced, they were locally resisted. The study highlights how the focus, forms and main actors of resistance changed over time. Originality/value: The paper offers a detailed account of how exogenous changes in higher education impact upon, over time and cultural space, academic writing practices through which doctoral students become academics. © 2021 Elsevier B.V., All rights reserved.","Doctoral Studies; Higher Education; Memory Work; Practice; Resistance; Writing Practice","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85073945412"
"Q., Liu, Qinghe; Y., Wang, Yongtao; X., Xu, Xiangtian; Y., Zhao, Yuqin; G., Li, Gaosheng; W., Zhang, Weidong","Liu, Qinghe (58571883000); Wang, Yongtao (56422570600); Xu, Xiangtian (36071046300); Zhao, Yuqin (57222465059); Li, Gaosheng (57212243648); Zhang, Weidong (57212019285)","58571883000; 56422570600; 36071046300; 57222465059; 57212243648; 57212019285","Experimental study on shear characteristics of the interface between the frozen silty clay and the pipe foundation; 冻结粉质黏土-桩基接触面剪切特性试验研究","2020","Journal of Glaciology and Geocryology","42","2","","491","498","0","8","10.7522/j.issn.1000-0240.2020.0049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134806442&doi=10.7522%2Fj.issn.1000-0240.2020.0049&partnerID=40&md5=4792b95693c19042ca78beb47388a711","The pile foundation freezing uplift in cold region engineering is closely related to the shear behaviors of interface between the frozen soil and pile foundation. With the help of a self-design apparatus, series of the shear tests for concrete piles, steel piles and wood piles embed in gen-he silty clay at different freezing temperatures were carried out by using the static pressed pile method. Some conclusions can be obtained. At negative temperature, with the increased of shear displacement, the shear force experienced three stages:linear increased stage, brittle failure with an abrupt drop stage, and a stability stage. The lower the temperature, the greater the cementation force of ice between the pile and frozen soil. As a result, the freezing strength, the residual strength, and the allowable displacement of failure was higher in the lower negative temperature. It was worth mentioning that the freezing strength between the wooden pile and frozen soil interface was the highest, followed by that between the concrete pile and frozen soil interface, all big than that between the steel pile and frozen soil interface. The freezing strength and residual strength of the concrete pile and the steel pile had a linear relationship with the frozen temperature. However, the freezing strength and residual strength of the wooden pile has a quadratic function relationship. The allowable displacement of failure of the three kinds of piles had linear correlation with frozen temperature. This study is expected to provide a reference for the research on the shear characteristics between the frozen soil and the pile interface, and also supposed to help solving the pile foundation freezing uplift problem in cold region engineering. © 2023 Elsevier B.V., All rights reserved.","Failure Displacement; Freezing Strength; Pile-soil Interface; Residual Strength; The Static Pressed Pile Method","Article","Final","","Scopus","2-s2.0-85134806442"
"J.V., Arocho, Javier Vélez; J.C., Rivera, Jorge Coll; E.O., Vázquez Plass, Edgar O.; G.R., Rojas, Gabriel Rodríguez; A.R., Rojas, Alejandro Rodríguez","Arocho, Javier Vélez (57219745481); Rivera, Jorge Coll (57219744640); Vázquez Plass, Edgar O. (57219744602); Rojas, Gabriel Rodríguez (58598025900); Rojas, Alejandro Rodríguez (57219743626)","57219745481; 57219744640; 57219744602; 58598025900; 57219743626","Restoring a degraded coastal wetland in the city of Carolina, Puerto Rico: A case study","2020","WIT Transactions on Ecology and the Environment","245","2020-July","","235","246","0","0","10.2495/EID200221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095124140&doi=10.2495%2FEID200221&partnerID=40&md5=ddd6be2885fb04996393cc4e7a8ad037","A wetland restoration project was proposed in the City of Carolina, Puerto Rico as a compensatory measure for the environmental impacts associated with the construction of the Children Museum that resulted in the filling of 3 acres of coastal wetlands. Restoring marginal coastal lands into a productive wetland area involves returning the selected area to its original state or to improve existing conditions to support new populations of plants and organisms. This approach required the conversion of uplands and shallow, intermittently submerged lands into forested wetlands. Applying the desired techniques was challenging as many of the available literature is focused on creating herbaceous wetlands. The restoration and mitigation activities involved the establishment of appropriate natural hydrologic conditions followed by the reestablishment of the plant community. To reduce potential failure of the functionality of the restoration parcel, the design involved measures to improve the hydrology, and the concept of self-design in which native mangrove propagules and seeds were reintroduced in the ecosystem to reestablish these plants populations. An open water channel was designed and constructed to allow tidal flow of water into the restored area. The design also included the use of specific native trees and plant species with higher colonization success in wetland conditions. An 85% survival rate was established in order to consider the proposed project as a successful one. Also, variables including tree growth, and use of the restored habitat by wildlife have been recorded over a 4-year period in order to analyze the results of the mitigation project. Impacts from weather conditions including droughts and hurricanes were also recorded to assess success overtime. © 2020 Elsevier B.V., All rights reserved.","Coastal Natural Resources; Ecosystems Management; Puerto Rico; Wetlands Restoration","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85095124140"
